RUN_ACCESSION	SAMN_ID	Month	Year	G_NUMBER	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	NAME_ALT2	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	PATH_MAPPING_OUTPUT_V2	ANNEX_FILES	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	COMMENTS	CONTACT_PERSON	PROJECT.ID
SRR5067527	SAMN06092208	8	10	G24405	HCMC0511	SAMN06092208	SRX2387825	SRS1829767	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067527_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/40/5/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067528	SAMN06092422	4	10	G24406	HCMC0725	SAMN06092422	SRX2387826	SRS1829769	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067528_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/40/6/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067529	SAMN06092658	9	10	G24407	HCMC0961	SAMN06092658	SRX2387827	SRS1829770	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067529_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/40/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067529	SAMN06092658	9	10	G24407	HCMC0961	SAMN06092658	SRX2387827	SRS1829770	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067529_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/40/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067530	SAMN06092418	5	10	G24408	HCMC0721	SAMN06092418	SRX2387828	SRS1829771	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067530_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/40/8/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067531	SAMN06092285	7	10	G24409	HCMC0588	SAMN06092285	SRX2387829	SRS1829773	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067531_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/40/9/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067532	SAMN06092647	3	10	G24410	HCMC0950	SAMN06092647	SRX2387830	SRS1829772	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067532_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067533	SAMN06092621	1	10	G24411	HCMC0924	SAMN06092621	SRX2387831	SRS1829774	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067533_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/1/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067534	SAMN06092605	3	10	G24412	HCMC0908	SAMN06092605	SRX2387832	SRS1829776	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067534_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L4	L4.1.2	L4.1.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067535	SAMN06092267	7	10	G24413	HCMC0570	SAMN06092267	SRX2387833	SRS1829775	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067535_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/3/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067536	SAMN06092650	3	10	G24414	HCMC0953	SAMN06092650	SRX2387834	SRS1829777	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067536_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/4/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067537	SAMN06092405	6	10	G24415	HCMC0708	SAMN06092405	SRX2387835	SRS1829778	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067537_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/5/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067537	SAMN06092405	6	10	G24415	HCMC0708	SAMN06092405	SRX2387835	SRS1829778	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067537_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/5/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067538	SAMN06092585	1	10	G24416	HCMC0888	SAMN06092585	SRX2387836	SRS1829779	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067538_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/6/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067539	SAMN06092216	8	10	G24417	HCMC0519	SAMN06092216	SRX2387837	SRS1829780	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067539_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067539	SAMN06092216	8	10	G24417	HCMC0519	SAMN06092216	SRX2387837	SRS1829780	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067539_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067540	SAMN06092671	1	10	G24418	HCMC0974	SAMN06092671	SRX2387838	SRS1829782	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067540_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/8/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067540	SAMN06092671	1	10	G24418	HCMC0974	SAMN06092671	SRX2387838	SRS1829782	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067540_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/8/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067541	SAMN06092451	5	10	G24419	HCMC0754	SAMN06092451	SRX2387839	SRS1829781	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067541_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/41/9/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.2	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067542	SAMN06092497	2	10	G24420	HCMC0800	SAMN06092497	SRX2387840	SRS1829784	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067542_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067542	SAMN06092497	2	10	G24420	HCMC0800	SAMN06092497	SRX2387840	SRS1829784	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067542_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067543	SAMN06092311	8	10	G24421	HCMC0614	SAMN06092311	SRX2387841	SRS1829783	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067543_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/1/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067544	SAMN06092653	7	10	G24422	HCMC0956	SAMN06092653	SRX2387842	SRS1829785	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067544_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067545	SAMN06092507	4	10	G24423	HCMC0810	SAMN06092507	SRX2387843	SRS1829786	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067545_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/3/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067546	SAMN06092372	6	10	G24424	HCMC0675	SAMN06092372	SRX2387844	SRS1829788	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067546_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/4/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067547	SAMN06092258	7	10	G24425	HCMC0561	SAMN06092258	SRX2387845	SRS1829787	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067547_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/5/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067548	SAMN06092463	3	10	G24426	HCMC0766	SAMN06092463	SRX2387846	SRS1829789	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067548_1.fastq.gz	NA	NA	7	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/6/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067548	SAMN06092463	3	10	G24426	HCMC0766	SAMN06092463	SRX2387846	SRS1829789	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067548_1.fastq.gz	NA	NA	7	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/6/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067549	SAMN06092223	8	10	G24427	HCMC0526	SAMN06092223	SRX2387847	SRS1829790	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067549_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067550	SAMN06092460	4	10	G24428	HCMC0763	SAMN06092460	SRX2387848	SRS1829791	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067550_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/8/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067551	SAMN06092316	8	10	G24429	HCMC0619	SAMN06092316	SRX2387849	SRS1829792	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067551_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/42/9/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067552	SAMN06092691	1	10	G24430	HCMC0994	SAMN06092691	SRX2387850	SRS1829793	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067552_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/43/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067553	SAMN06092633	12	9	G24431	HCMC0936	SAMN06092633	SRX2387851	SRS1829794	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067553_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/43/1/	NA	NA	01.01.09 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067553	SAMN06092633	12	9	G24431	HCMC0936	SAMN06092633	SRX2387851	SRS1829794	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067553_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/43/1/	NA	NA	01.01.09 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067554	SAMN06092312	7	10	G24432	HCMC0615	SAMN06092312	SRX2387852	SRS1829795	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067554_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/43/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067555	SAMN06092626	12	9	G24433	HCMC0929	SAMN06092626	SRX2387853	SRS1829796	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067555_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/43/3/	NA	NA	01.01.09 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067556	SAMN06092304	10	10	G24234	HCMC0607	SAMN06092304	SRX2387854	SRS1829797	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067556_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/23/4/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	
SRR5067557	SAMN06092345	5	10	G24235	HCMC0648	SAMN06092345	SRX2387855	SRS1829798	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067557_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/23/5/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067558	SAMN06092690	1	10	G24236	HCMC0993	SAMN06092690	SRX2387856	SRS1829799	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067558_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/23/6/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067559	SAMN06092314	6	10	G24237	HCMC0617	SAMN06092314	SRX2387857	SRS1829800	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067559_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/23/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L4	L4.1.2	L4.1.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067560	SAMN06092638	4	10	G24238	HCMC0941	SAMN06092638	SRX2387858	SRS1829801	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067560_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/23/8/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067561	SAMN06092513	2	11	G24239	HCMC0816	SAMN06092513	SRX2387859	SRS1829802	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067561_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/23/9/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067562	SAMN06092533	1	10	G24240	HCMC0836	SAMN06092533	SRX2387860	SRS1829803	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067562_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/24/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067563	SAMN06092476	4	10	G24241	HCMC0779	SAMN06092476	SRX2387861	SRS1829804	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067563_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/24/1/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067564	SAMN06092447	5	10	G24242	HCMC0750	SAMN06092447	SRX2387862	SRS1829805	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067564_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/24/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067565	SAMN06092416	5	10	G24243	HCMC0719	SAMN06092416	SRX2387863	SRS1829806	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067565_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/24/3/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5067565	SAMN06092416	5	10	G24243	HCMC0719	SAMN06092416	SRX2387863	SRS1829806	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067565_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/24/3/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5067566	SAMN06092504	4	10	G24244	HCMC0807	SAMN06092504	SRX2387864	SRS1829807	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5067566_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/24/4/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
